player_id,rank_center,lb,ub,a,b
15358919789906702899,877.2203177324495,68.43497583789144,3098.156047752369,0.36901150447573405,0.6309900096071678
8424786221888186143,881.9968444871929,69.83019533376319,3124.151844994919,0.37102072229769334,0.6309898804344547
12421151587697235241,877.2190530307212,68.43458262467107,3098.1495277141903,0.36901091079696696,0.6309899041557474
17554949905676635031,877.2155286780308,68.4338448649271,3098.1263383101923,0.36901011956554525,0.6309910862869341
17194200640072820249,877.2051031919082,68.43283909913089,3098.041243790998,0.369010615906293,0.6309994342775108
11879426385691104552,877.2243834297938,68.43612636837702,3098.1786003647085,0.36901313920970247,0.6309898804344547
6682975410409135334,877.2171629610202,68.4340347978266,3098.1392252970754,0.36901011956554525,0.6309899107308207
18252204919974872905,877.2021190712803,68.43228643919565,3098.020599859812,0.36901011956554525,0.631000732116722
16764975642979870692,877.3071800696616,68.46019674757258,3098.628935320082,0.36904796843762977,0.6309898804344547
15942262301449526092,1235.2243877879146,224.942629542428,4806.125929642198,0.5568824793932321,0.6762526123579673
6007671962491710804,499.07172934432856,49.74934088782493,1029.9410424253788,0.4509343791396552,1.3553193437707383
16191211259477667758,876.7754112739217,68.38270527942154,3094.6575285420686,0.36901011956554525,0.6313078266463714
15158376837331184463,877.2172181559163,68.43404349386446,3098.139628542045,0.3690101250661644,0.6309898804344547
13348056566334441619,877.1763032422473,68.42992005221663,3097.808157763151,0.369011647790763,0.6310219161646473
8046439228542123273,877.2127942426205,68.43352707525833,3098.1047762776616,0.36901011956554525,0.630993053203492
4488434570115483244,889.938496251028,92.32392951890688,2922.2858573274443,0.42194535520253545,0.7111930043143947
2463114038506497099,877.2169648263207,68.43401177101805,3098.137662921802,0.36901011956554525,0.6309900532508601
15339675646621073160,877.2151169519384,68.43379701503773,3098.12309168964,0.36901011956554525,0.6309913824463245
10890421487470870610,877.179988270017,68.42971450160371,3097.846099243515,0.36901011956554525,0.6310166519415997
8589558070800498741,877.209402811683,68.43313293217125,3098.0780337740944,0.36901011956554525,0.6309954927228987
2001420309532038422,877.2171060065439,68.43402817869378,3098.1387761870546,0.36901011956554525,0.6309899516986719
9959014984732948350,876.595276679454,68.67632720355232,3088.849074546849,0.36976901233797616,0.6327361477556595
8905747314108234618,886.7458287675595,71.23076141105798,3150.028609641161,0.37301842964652937,0.6309898804344547
11036676817238493504,790.5279210655794,59.30760762177738,2470.095394074731,0.3705597718664755,0.703124637331567
16158887257912473466,882.0390919568804,69.84259629735084,3124.3819103510614,0.3710384941149247,0.6309898804344547
14598486691935341429,877.2171361346941,68.43403168012583,3098.1390137602,0.36901011956554525,0.6309899300272299
12718033036258228499,877.2118229641146,68.43341419573244,3098.09711741952,0.36901011956554525,0.6309937518602748
15662449083059230569,499.5903384410451,31.37082426367101,1072.369250443248,0.36901011956554525,1.1079381180099346
5507255451388145521,877.4150457967685,68.49162416420313,3099.2147542394787,0.3690934948963759,0.6309901397255059
3695310880932980652,877.470188582814,68.58651483225458,3098.409625516686,0.3693067338140468,0.6313150098190354
14814543564219426189,877.2014932723846,68.43221371110553,3098.0156653393997,0.36901011956554525,0.6310011822750543
16903745527471959489,877.2259187675659,68.43717938079544,3098.1784438315626,0.3690152478449626,0.6309923816946728
13080969212432972992,874.0843736708821,68.07044919452755,3073.521258022178,0.36901011956554525,0.6332514297489685
17013443214740003835,877.2143537489269,68.43370831732932,3098.117073544543,0.36901011956554525,0.6309919314279061
3989915271285217577,335.794238056327,94.25233731765525,549.9378839894325,0.9428345356243799,4.211661914220636
7310146752476062908,453.2352697635024,159.75251081703618,754.7224655189261,1.2099626891769342,4.004419238406659
3742053403494312423,877.2328611843654,68.44158165835302,3098.1827735607167,0.36902391643856347,0.6310022106450823
16857446564643449505,877.1921375547249,68.43324277712782,3097.912222193364,0.3690152223991851,0.6310166380900162
13939125969441045267,872.740642632622,72.62842109698431,3000.3975951895845,0.38041773075408614,0.6538329582197916
717914195181221161,881.1960122860019,70.0276382379875,3113.741861333512,0.3717198156953481,0.6327533440562753
10281139323963251816,877.2148220633512,68.43376274375328,3098.1207663801224,0.36901011956554525,0.6309915945633029
6854407737358601967,875.829889308714,68.27290691110966,3087.216755875852,0.36901011956554525,0.6319893692885993
12491874722987679275,874.0621760358526,68.06787655052767,3073.3474333035656,0.36901011956554525,0.6332675117675077
