player_type,player_id,timestamp,match_id,team_id,win
pa inc,10170862055042748453,1523374958,7948410021602974574,1,f
pa inc,17044425938178054875,1523374958,7948410021602974574,1,f
pa inc,6937748161713603365,1523374958,7948410021602974574,2,t
pa inc,2334178263730742153,1523374958,7948410021602974574,2,t
pa inc,16822170681494635997,1523375255,2258203104640818327,4,f
pa inc,13567295740012782226,1523375255,2258203104640818327,5,f
pa inc,5370889256215085612,1523375255,2258203104640818327,6,f
pa inc,17726582639696083343,1523375255,2258203104640818327,1,t
pa inc,1887156731010267548,1523375255,2258203104640818327,2,f
pa inc,4355567143050166973,1523375255,2258203104640818327,3,f
pa inc,15132780807979906671,1523375992,-6305919983745704072,2,f
pa inc,15609910118936901813,1523375992,-6305919983745704072,1,t
pa inc,6235075572949724082,1523376108,4614165620534861804,1,t
pa inc,5844644094771505013,1523376108,4614165620534861804,1,t
pa inc,7183321529980882522,1523376108,4614165620534861804,2,f
pa inc,14304560285780961278,1523376108,4614165620534861804,2,f
pa inc,6208229108133844606,1523376936,8238479683139461928,3,f
pa inc,7183321529980882522,1523376936,8238479683139461928,4,f
pa inc,14304560285780961278,1523376936,8238479683139461928,6,f
pa inc,12152465642152831409,1523376936,8238479683139461928,5,f
pa inc,4355567143050166973,1523376936,8238479683139461928,1,f
pa inc,17726582639696083343,1523376936,8238479683139461928,2,f
pa inc,15132780807979906671,1523377265,-6305919983745702799,2,f
pa inc,15609910118936901813,1523377265,-6305919983745702799,1,t
pa inc,17726582639696083343,1523378687,-6595634730659681793,4,f
pa inc,1431112758544209744,1523378687,-6595634730659681793,3,f
pa inc,6666042466099379444,1523378687,-6595634730659681793,1,f
pa inc,13378468658961904721,1523378687,-6595634730659681793,1,f
pa inc,15132780807979906671,1523378687,-6595634730659681793,1,f
pa inc,15303059362861795292,1523378687,-6595634730659681793,1,f
pa inc,6937748161713603365,1523378687,-6595634730659681793,2,t
pa inc,8809470911665166138,1523378687,-6595634730659681793,2,t
pa inc,16153846498058625903,1523378687,-6595634730659681793,2,t
pa inc,5020854818552195230,1523378687,-6595634730659681793,2,t
pa inc,11995191907718212118,1523378687,-6595634730659681793,3,f
pa inc,12076891209710825290,1523378687,-6595634730659681793,3,f
pa inc,2334178263730742153,1523378687,-6595634730659681793,4,f
pa inc,14374718632818298088,1523378687,-6595634730659681793,4,f
pa inc,1081837040386968952,1523378687,-6595634730659681793,4,f
pa inc,18091841119231494036,1523378687,-6595634730659681793,3,f
pa inc,5972528376655473762,1523380504,3500254131351515416,4,f
pa inc,2612617597594124690,1523380504,3500254131351515416,3,f
pa inc,3157860374825570990,1523380504,3500254131351515416,2,f
pa inc,15780417861145494652,1523380504,3500254131351515416,1,f
pa inc,9927589805333800727,1523381997,8372636912230135533,1,t
pa inc,15303059362861795292,1523381997,8372636912230135533,1,t
pa inc,14374718632818298088,1523381997,8372636912230135533,1,t
pa inc,4936306995155198651,1523381997,8372636912230135533,1,t
pa inc,11781759340466683580,1523381997,8372636912230135533,1,t
pa inc,6937748161713603365,1523381997,8372636912230135533,1,t
pa inc,2334178263730742153,1523381997,8372636912230135533,1,t
pa inc,1081837040386968952,1523381997,8372636912230135533,1,t
pa inc,15609910118936901813,1523381997,8372636912230135533,2,f
pa inc,2783849004021342198,1523381997,8372636912230135533,2,f
pa inc,18091841119231494036,1523381997,8372636912230135533,2,f
pa inc,3571628023910737811,1523381997,8372636912230135533,2,f
pa inc,15780417861145494652,1523381997,8372636912230135533,2,f
pa inc,3157860374825570990,1523381997,8372636912230135533,2,f
